,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
8288,IndiGo,Chennai,Kolkata,140,0,No info,5277,15,6,22
8289,Multiple carriers,Delhi,Cochin,590,1,No info,11667,27,3,9
8290,Jet Airways,Kolkata,Banglore,1570,1,In-flight meal not included,10539,9,6,17
8291,Jet Airways,Kolkata,Banglore,1080,1,No info,11467,9,5,20
8292,Air India,Delhi,Cochin,965,1,No info,7480,12,6,17
8293,GoAir,Banglore,Delhi,165,0,No info,3419,24,4,21
8294,IndiGo,Delhi,Cochin,895,1,No info,5684,27,6,11
8295,IndiGo,Kolkata,Banglore,325,1,No info,6218,12,6,18
8296,Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,6959,12,6,20
8297,Vistara,Banglore,Delhi,165,0,No info,4878,12,6,19
8298,Air India,Kolkata,Banglore,1345,2,No info,12219,1,4,7
8299,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,12384,21,5,20
8300,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,7202,15,6,11
8301,SpiceJet,Kolkata,Banglore,150,0,No info,4174,1,6,17
8302,Air India,Mumbai,Hyderabad,85,0,No info,3100,12,5,15
8303,Jet Airways,Banglore,New Delhi,380,1,In-flight meal not included,7832,21,3,9
8304,Multiple carriers,Delhi,Cochin,455,1,No info,6723,9,6,15
8305,Air India,Kolkata,Banglore,1415,2,No info,10697,6,6,8
8306,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,1,6,22
8307,Air India,Kolkata,Banglore,1155,2,No info,9920,1,4,17
8308,IndiGo,Banglore,New Delhi,175,0,No info,12649,1,3,18
8309,IndiGo,Delhi,Cochin,575,1,No info,6093,6,6,11
8311,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,27,4,18
8312,Air India,Kolkata,Banglore,150,0,No info,5170,27,3,14
8313,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,9,6,3
8314,Air India,Mumbai,Hyderabad,90,0,No info,3100,12,6,14
8315,Air India,Kolkata,Banglore,1830,2,No info,9237,1,4,17
8316,Multiple carriers,Delhi,Cochin,750,1,No info,7198,15,6,13
8317,Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,10262,1,6,11
8318,SpiceJet,Delhi,Cochin,360,1,No info,5111,27,3,16
8320,Multiple carriers,Delhi,Cochin,630,1,No info,10261,1,6,9
8321,IndiGo,Chennai,Kolkata,140,0,No info,6297,9,3,20
8322,Multiple carriers,Delhi,Cochin,910,1,No info,12192,15,6,4
8323,IndiGo,Banglore,Delhi,170,0,No info,3943,15,6,10
8324,Jet Airways,Delhi,Cochin,425,2,No info,16274,27,5,5
8325,Jet Airways,Delhi,Cochin,330,1,In-flight meal not included,12898,21,5,7
8326,SpiceJet,Banglore,Delhi,160,0,No info,3311,15,5,6
8327,Multiple carriers,Delhi,Cochin,460,1,No info,9103,21,5,5
8328,IndiGo,Kolkata,Banglore,165,0,No info,4148,15,3,22
8329,IndiGo,Kolkata,Banglore,155,0,No info,5224,9,6,15
8330,IndiGo,Kolkata,Banglore,155,0,No info,4804,9,5,5
8331,IndiGo,Chennai,Kolkata,140,0,No info,3597,6,6,20
8332,IndiGo,Kolkata,Banglore,155,0,No info,4804,27,6,11
8333,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4995,6,5,10
8334,SpiceJet,Kolkata,Banglore,145,0,No info,3873,9,4,9
8335,Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,10262,1,6,15
8336,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,18,6,20
8337,GoAir,Delhi,Cochin,365,1,No info,6276,9,6,7
8338,Jet Airways,Banglore,New Delhi,650,1,In-flight meal not included,9134,9,3,21
8339,Jet Airways,Banglore,New Delhi,1100,1,In-flight meal not included,11087,12,3,19
8340,Jet Airways,Kolkata,Banglore,875,1,No info,13941,1,5,14
8341,Air India,Delhi,Cochin,170,0,No info,5201,3,6,5
8342,IndiGo,Delhi,Cochin,665,1,No info,6171,24,4,5
8343,Air Asia,Kolkata,Banglore,150,0,No info,5964,1,3,20
8345,Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,13029,18,5,10
8346,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4030,27,5,8
8347,GoAir,Kolkata,Banglore,455,1,No info,10586,18,5,17
8348,Air India,Mumbai,Hyderabad,1910,2,No info,17926,6,3,12
8349,Jet Airways,Delhi,Cochin,195,0,No info,9564,6,6,11
8350,Jet Airways,Kolkata,Banglore,435,1,No info,8355,15,5,10
8351,Multiple carriers,Delhi,Cochin,910,1,No info,6795,6,6,10
8352,Air India,Delhi,Cochin,1125,1,No info,10671,15,5,13
8353,Air India,Delhi,Cochin,1100,2,No info,10178,27,3,13
8354,Vistara,Kolkata,Banglore,1555,1,No info,7927,12,6,7
8355,Air India,Mumbai,Hyderabad,90,0,No info,3100,18,5,14
8356,Air India,Delhi,Cochin,1410,2,No info,12646,6,3,20
8357,IndiGo,Delhi,Cochin,300,1,No info,7894,6,3,5
8358,IndiGo,Banglore,Delhi,165,0,No info,3943,24,6,1
8359,Multiple carriers,Delhi,Cochin,470,1,No info,7575,9,5,11
8361,Vistara,Delhi,Cochin,190,0,No info,6216,24,6,15
8362,IndiGo,Delhi,Cochin,310,1,No info,6147,21,5,17
8363,IndiGo,Delhi,Cochin,480,1,No info,6979,15,5,17
8364,Air India,Delhi,Cochin,185,0,No info,6094,27,5,18
8365,Jet Airways,Delhi,Cochin,455,1,No info,12242,27,3,21
8366,Air India,Kolkata,Banglore,590,2,No info,9416,12,6,12
8367,Air India,Delhi,Cochin,1210,2,No info,7107,21,3,13
8368,Jet Airways,Delhi,Cochin,1295,2,No info,13292,9,6,21
8369,IndiGo,Chennai,Kolkata,140,0,No info,7295,3,3,8
8370,IndiGo,Banglore,Delhi,175,0,No info,4423,18,4,0
8371,IndiGo,Banglore,New Delhi,170,0,No info,5694,24,3,23
8372,Jet Airways,Banglore,New Delhi,280,1,In-flight meal not included,8147,24,3,6
8373,Multiple carriers,Delhi,Cochin,750,1,No info,13377,27,5,13
8374,Jet Airways,Banglore,New Delhi,640,1,In-flight meal not included,13502,6,3,14
8375,Jet Airways,Delhi,Cochin,1365,2,In-flight meal not included,13764,9,3,6
8376,Jet Airways,Kolkata,Banglore,1005,1,No info,12692,6,6,17
8377,IndiGo,Kolkata,Banglore,155,0,No info,4804,18,5,17
8378,Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,7064,1,4,8
8379,Jet Airways,Delhi,Cochin,330,1,No info,14924,24,6,7
8380,IndiGo,Kolkata,Banglore,155,0,No info,6565,1,3,15
8381,Air India,Delhi,Cochin,1595,2,No info,9863,18,5,17
8382,IndiGo,Delhi,Cochin,300,1,No info,7725,6,3,16
8384,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,21,5,20
8385,Air India,Kolkata,Banglore,580,1,No info,6117,1,5,19
8386,Jet Airways,Delhi,Cochin,745,1,In-flight meal not included,10262,24,6,16
8387,IndiGo,Banglore,Delhi,170,0,No info,3943,1,4,4
8388,Jet Airways,Kolkata,Banglore,585,1,No info,12576,12,6,19
8389,Air Asia,Delhi,Cochin,330,1,No info,7452,21,4,8
8390,Jet Airways,Kolkata,Banglore,590,1,No info,14781,1,5,6
8391,Air India,Kolkata,Banglore,245,1,No info,8996,12,6,9
8392,Air India,Delhi,Cochin,1125,1,No info,11563,6,3,13
8393,IndiGo,Banglore,New Delhi,170,0,No info,4777,9,3,4
8394,IndiGo,Kolkata,Banglore,155,0,No info,4174,9,4,15
8395,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,6,6,17
8396,Jet Airways,Delhi,Cochin,605,2,No info,13775,24,6,18
8397,Air India,Delhi,Cochin,965,1,No info,5117,27,3,17
8398,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,15,6,20
8399,Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,5177,1,4,14
8400,SpiceJet,Delhi,Cochin,295,1,No info,5975,9,5,18
8401,IndiGo,Banglore,New Delhi,165,0,No info,6860,3,3,1
8402,IndiGo,Kolkata,Banglore,165,0,No info,4804,18,5,10
8403,Multiple carriers,Delhi,Cochin,840,1,No info,13377,27,6,11
8404,Air India,Delhi,Cochin,555,1,No info,8372,21,5,10
8405,Multiple carriers,Delhi,Cochin,720,1,No info,7933,1,6,9
8406,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,15,5,6
8407,Air India,Banglore,New Delhi,165,0,No info,11423,3,3,10
8408,Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,10844,15,5,19
8409,Jet Airways,Delhi,Cochin,2565,2,No info,12819,21,3,10
8410,SpiceJet,Banglore,Delhi,175,0,No info,5621,18,4,21
8411,Air India,Banglore,Delhi,165,0,No info,5228,9,5,17
8412,Jet Airways,Delhi,Cochin,2300,2,In-flight meal not included,9254,27,3,5
8413,IndiGo,Mumbai,Hyderabad,90,0,No info,4392,1,5,6
8414,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,21,3,10
8415,Air Asia,Banglore,Delhi,165,0,No info,4483,27,4,11
8416,Air India,Delhi,Cochin,1420,2,No info,12760,3,3,10
8417,Jet Airways,Banglore,Delhi,175,0,No info,7229,15,5,15
8418,Vistara,Banglore,Delhi,160,0,No info,5403,24,4,7
8419,Air India,Delhi,Cochin,735,1,No info,7934,21,3,7
8420,GoAir,Kolkata,Banglore,495,1,No info,6945,15,5,23
8421,SpiceJet,Banglore,Delhi,170,0,No info,4423,6,4,9
8422,Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,15,3,7
8423,Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,11399,9,5,8
8424,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,7202,21,4,11
8425,Multiple carriers,Delhi,Cochin,570,1,No info,13727,9,5,11
8426,SpiceJet,Delhi,Cochin,295,1,No info,4957,24,6,18
8427,Jet Airways,Delhi,Cochin,360,1,In-flight meal not included,10262,3,6,13
8428,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,3,4,6
8429,Jet Airways,Delhi,Cochin,610,1,No info,12242,27,3,18
8430,Jet Airways,Mumbai,Hyderabad,90,0,No info,10875,1,3,10
8431,Jet Airways,Kolkata,Banglore,400,1,In-flight meal not included,10844,9,6,14
8432,Air Asia,Kolkata,Banglore,155,0,No info,4409,3,6,10
8433,Air India,Banglore,New Delhi,985,1,No info,6987,21,3,7
8434,Jet Airways,Delhi,Cochin,1365,2,No info,12074,27,3,6
8435,Multiple carriers,Delhi,Cochin,470,1,No info,7354,6,6,11
8436,Air India,Delhi,Cochin,1580,2,No info,13381,3,6,17
8437,Air India,Delhi,Cochin,170,0,No info,5201,15,6,5
8438,Jet Airways,Kolkata,Banglore,1170,1,In-flight meal not included,9663,1,5,16
8439,Air India,Delhi,Cochin,185,0,No info,6094,9,5,18
8440,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,7202,12,5,11
8441,Vistara,Chennai,Kolkata,140,0,No info,11982,6,6,18
8442,Jet Airways,Banglore,New Delhi,550,1,In-flight meal not included,7832,21,3,7
8443,Air India,Chennai,Kolkata,135,0,No info,7817,9,3,12
8444,Jet Airways,Delhi,Cochin,360,1,In-flight meal not included,12373,18,5,13
8445,Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,18,5,8
8447,Multiple carriers,Delhi,Cochin,385,1,No info,9646,27,6,10
8448,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,6,6,22
8449,SpiceJet,Delhi,Cochin,375,1,No info,4957,21,3,17
8450,IndiGo,Kolkata,Banglore,160,0,No info,4148,9,3,21
8451,Jet Airways,Banglore,New Delhi,375,1,No info,26890,1,3,23
8452,Jet Airways,Delhi,Cochin,1475,2,In-flight meal not included,8834,27,3,19
8453,IndiGo,Delhi,Cochin,345,1,No info,5241,24,4,2
8454,Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,7989,27,5,11
8455,IndiGo,Delhi,Cochin,895,1,No info,5883,12,6,11
8456,Air Asia,Kolkata,Banglore,220,1,No info,6857,18,5,7
8457,SpiceJet,Banglore,New Delhi,485,1,No info,5822,15,3,16
8458,Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,10262,9,6,15
8459,Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,4995,12,6,7
8460,SpiceJet,Banglore,Delhi,170,0,No info,4991,21,4,9
8461,Jet Airways,Banglore,New Delhi,935,1,No info,16736,6,3,6
8462,Jet Airways,Delhi,Cochin,440,2,No info,18804,12,6,12
8463,IndiGo,Delhi,Cochin,835,1,No info,6442,1,6,9
8464,Air India,Kolkata,Banglore,150,0,No info,5170,18,3,14
8465,SpiceJet,Banglore,New Delhi,170,0,No info,4377,18,3,20
8466,Jet Airways,Delhi,Cochin,195,0,No info,9564,9,6,11
8467,SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,3573,27,6,6
8468,Jet Airways,Delhi,Cochin,1575,1,No info,17024,6,3,17
8469,Air Asia,Banglore,Delhi,170,0,No info,3383,21,5,5
8470,Jet Airways,Banglore,New Delhi,375,1,No info,27992,1,3,14
8471,Jet Airways,Banglore,Delhi,180,0,No info,7229,12,5,8
8472,Jet Airways,Banglore,New Delhi,280,1,In-flight meal not included,9134,15,3,6
8473,Air India,Mumbai,Hyderabad,85,0,No info,3100,21,6,15
8474,Multiple carriers,Delhi,Cochin,720,1,No info,13727,15,5,9
8475,Vistara,Kolkata,Banglore,790,1,No info,8452,1,4,7
8476,Jet Airways,Delhi,Cochin,540,1,No info,14714,3,6,10
8477,Jet Airways,Banglore,New Delhi,370,1,In-flight meal not included,7280,15,3,10
8478,Air India,Mumbai,Hyderabad,205,2,No info,18797,6,3,13
8479,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,3,6,12
8480,Air Asia,Kolkata,Banglore,150,0,No info,4409,3,6,23
8481,IndiGo,Delhi,Cochin,195,0,No info,5021,27,4,14
8482,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,9,3,6
8483,Air India,Delhi,Cochin,615,1,No info,10454,15,6,9
8484,Multiple carriers,Delhi,Cochin,525,1,No info,10197,15,5,4
8485,Air India,Banglore,Delhi,165,0,No info,5228,12,5,6
8486,Jet Airways,Delhi,Cochin,300,1,No info,14714,9,6,14
8487,Air India,Banglore,New Delhi,165,0,No info,7276,15,3,6
8488,IndiGo,Delhi,Cochin,355,1,No info,7731,27,3,3
8489,Air Asia,Kolkata,Banglore,215,1,No info,6857,18,5,20
8490,Air India,Banglore,Delhi,180,0,No info,6961,18,6,6
8491,Jet Airways,Delhi,Cochin,1060,2,In-flight meal not included,7791,21,3,11
8492,IndiGo,Banglore,New Delhi,170,0,No info,4777,21,3,10
8493,Jet Airways,Delhi,Cochin,550,1,No info,16289,9,3,19
8494,Jet Airways,Kolkata,Banglore,585,1,No info,12681,1,4,19
8495,IndiGo,Banglore,Delhi,175,0,No info,4823,27,4,18
8497,Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,5406,6,4,7
8498,Multiple carriers,Delhi,Cochin,690,1,No info,9315,15,5,7
8499,Air India,Delhi,Cochin,1255,1,No info,7480,9,5,12
8500,Jet Airways,Banglore,New Delhi,305,1,No info,14815,18,3,14
8501,Air India,Kolkata,Banglore,1185,1,No info,12173,24,3,20
8502,Air India,Banglore,New Delhi,1075,2,No info,7664,15,3,6
8503,Air India,Delhi,Cochin,1560,2,No info,12777,6,6,17
8504,Multiple carriers,Delhi,Cochin,705,1,No info,8837,27,5,7
8505,Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,10844,1,5,21
8506,Jet Airways,Kolkata,Banglore,800,1,No info,14571,24,5,6
8507,IndiGo,Delhi,Cochin,810,1,No info,6093,15,6,7
8508,IndiGo,Delhi,Cochin,455,1,No info,7514,6,3,9
8509,IndiGo,Delhi,Cochin,195,0,No info,6015,18,5,14
8510,Jet Airways,Delhi,Cochin,1105,1,In-flight meal not included,12898,21,5,10
8511,Air India,Delhi,Cochin,1455,1,No info,8792,1,6,19
8512,IndiGo,Banglore,Delhi,170,0,No info,4823,15,5,8
8513,SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,3919,1,4,6
8514,IndiGo,Chennai,Kolkata,140,0,No info,3597,1,5,13
8515,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,21,5,6
8516,Air Asia,Banglore,Delhi,170,0,No info,3383,27,6,0
8517,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,18,6,23
8518,Jet Airways,Delhi,Cochin,620,1,In-flight meal not included,10262,24,6,2
8519,Jet Airways,Delhi,Cochin,745,1,No info,17234,3,3,16
8520,Jet Airways,Kolkata,Banglore,520,1,No info,14178,9,6,20
8521,IndiGo,Delhi,Cochin,325,1,No info,5636,3,6,2
8522,IndiGo,Banglore,Delhi,175,0,No info,4823,15,4,19
8523,Air India,Delhi,Cochin,1255,1,No info,7480,21,5,12
8524,Jet Airways,Kolkata,Banglore,1285,1,No info,14571,9,6,19
8525,IndiGo,Mumbai,Hyderabad,90,0,No info,13999,1,3,9
8526,Jet Airways,Kolkata,Banglore,1480,1,No info,14151,18,5,20
8527,Air India,Banglore,Delhi,170,0,No info,6121,1,5,21
8528,SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,24,5,8
8530,Jet Airways,Delhi,Cochin,1760,2,No info,15129,21,5,23
8531,IndiGo,Delhi,Cochin,315,1,No info,6582,24,6,7
8532,Jet Airways,Delhi,Cochin,425,2,In-flight meal not included,15544,27,5,5
8533,IndiGo,Delhi,Cochin,420,1,No info,8574,27,3,19
8534,IndiGo,Mumbai,Hyderabad,90,0,No info,4784,9,3,2
8535,IndiGo,Delhi,Cochin,425,1,No info,6818,3,6,5
8536,Jet Airways,Banglore,New Delhi,1165,1,No info,25735,1,3,14
8537,Jet Airways,Delhi,Cochin,1775,2,No info,9483,9,4,13
8538,Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,10368,24,6,19
8539,Multiple carriers,Delhi,Cochin,720,1,No info,8073,15,5,9
8540,IndiGo,Kolkata,Banglore,165,0,No info,4778,1,3,22
8541,Jet Airways,Kolkata,Banglore,520,1,No info,13941,18,5,20
8542,Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,10844,1,5,16
8543,Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10844,9,5,6
8544,SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3841,24,5,9
8545,Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,15,5,6
8547,Jet Airways,Kolkata,Banglore,1080,1,No info,11467,1,5,20
8548,Multiple carriers,Delhi,Cochin,390,1,No info,15078,6,3,9
8549,Multiple carriers,Delhi,Cochin,510,1,No info,7198,6,6,17
8550,Air India,Delhi,Cochin,640,1,No info,8372,24,6,21
8551,Multiple carriers,Delhi,Cochin,570,1,In-flight meal not included,7308,27,5,16
8552,SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,4414,27,3,9
8553,IndiGo,Kolkata,Banglore,150,0,No info,5224,18,4,14
8554,Jet Airways,Banglore,New Delhi,625,1,In-flight meal not included,7832,21,3,6
8555,IndiGo,Banglore,New Delhi,165,0,No info,6860,9,3,1
8556,Multiple carriers,Delhi,Cochin,755,1,In-flight meal not included,15136,6,3,13
8557,Jet Airways,Delhi,Cochin,1665,1,In-flight meal not included,5963,27,3,16
8560,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,18,5,17
8561,Multiple carriers,Delhi,Cochin,930,1,No info,13377,9,6,10
8562,Jet Airways,Delhi,Cochin,1380,2,No info,16914,9,3,5
8563,Jet Airways,Delhi,Cochin,1005,1,In-flight meal not included,10262,9,6,2
8564,IndiGo,Kolkata,Banglore,280,1,No info,5386,9,5,18
8565,Jet Airways,Kolkata,Banglore,450,1,No info,14388,15,5,21
8567,IndiGo,Delhi,Cochin,635,1,No info,6442,15,5,12
8568,Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,10368,3,6,19
8569,Jet Airways,Delhi,Cochin,1670,1,No info,12767,21,3,15
8570,Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,10262,6,6,15
8571,Multiple carriers,Delhi,Cochin,780,1,No info,7408,12,6,8
8572,Multiple carriers,Delhi,Cochin,660,1,No info,13587,27,6,10
8573,Air India,Kolkata,Banglore,905,1,No info,8891,15,5,17
8574,IndiGo,Delhi,Cochin,895,1,No info,5883,6,6,11
8575,Jet Airways,Delhi,Cochin,1415,1,In-flight meal not included,10262,27,6,13
8576,Jet Airways,Kolkata,Banglore,1415,1,In-flight meal not included,10844,9,6,21
8577,Jet Airways,Kolkata,Banglore,800,1,No info,14781,9,5,6
8578,IndiGo,Chennai,Kolkata,145,0,No info,6297,15,3,15
8579,Air Asia,Kolkata,Banglore,150,0,No info,4409,12,5,23
8580,Air India,Delhi,Cochin,500,2,No info,12383,9,6,11
8581,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,3,5,13
8582,Air India,Mumbai,Hyderabad,850,1,No info,12308,6,3,19
8583,SpiceJet,Chennai,Kolkata,140,0,No info,3384,18,3,18
8584,Jet Airways,Banglore,New Delhi,435,1,In-flight meal not included,9134,15,3,9
8585,IndiGo,Delhi,Cochin,325,1,No info,7464,18,5,2
8586,Multiple carriers,Delhi,Cochin,540,1,In-flight meal not included,6093,27,4,7
8587,Multiple carriers,Delhi,Cochin,890,1,No info,15237,3,3,4
8588,Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,4995,1,5,7
8589,Air India,Delhi,Cochin,180,0,No info,6934,24,5,14
8590,Jet Airways,Kolkata,Banglore,775,1,No info,13784,1,4,21
8591,Air Asia,Kolkata,Banglore,155,0,No info,4409,15,6,10
8592,Multiple carriers,Delhi,Cochin,375,1,No info,15898,27,5,13
8593,Air India,Delhi,Cochin,1560,2,No info,11989,21,5,17
8594,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,3,6,13
8595,Multiple carriers,Delhi,Cochin,845,1,No info,11098,1,6,5
8596,IndiGo,Delhi,Cochin,480,1,No info,6794,21,5,17
8597,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,10844,1,5,21
8598,Multiple carriers,Delhi,Cochin,630,2,No info,34608,9,3,15
8599,Air India,Delhi,Cochin,180,0,No info,6094,15,5,14
8600,IndiGo,Kolkata,Banglore,315,1,No info,4565,9,5,15
8601,Air India,Delhi,Cochin,2280,3,No info,10493,27,5,5
8603,Air India,Banglore,New Delhi,1670,2,No info,12305,18,3,7
8604,Air India,Banglore,Delhi,165,0,No info,6961,15,5,10
8605,Multiple carriers,Delhi,Cochin,395,1,No info,9794,15,5,6
8606,Multiple carriers,Delhi,Cochin,480,1,No info,13377,27,5,17
8607,Jet Airways,Delhi,Cochin,1005,1,In-flight meal not included,12898,27,5,2
8608,Multiple carriers,Delhi,Cochin,470,1,No info,7155,27,6,11
8609,Multiple carriers,Delhi,Cochin,630,1,No info,13377,24,6,15
8610,Vistara,Banglore,Delhi,170,0,No info,4668,3,5,11
8611,IndiGo,Banglore,New Delhi,290,1,No info,8110,1,3,7
8612,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,6,4,8
8613,Air India,Delhi,Cochin,1595,2,No info,9653,27,6,17
8614,Jet Airways,Kolkata,Banglore,590,1,No info,14781,1,5,8
8615,Vistara Premium economy,Banglore,Delhi,170,0,No info,5969,6,4,11
8616,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,3,4,13
8617,Jet Airways,Kolkata,Banglore,395,1,No info,14151,6,6,17
8618,Jet Airways,Kolkata,Banglore,730,1,No info,13731,9,6,16
8619,Jet Airways,Delhi,Cochin,590,1,In-flight meal not included,15400,3,3,9
8620,Jet Airways,Kolkata,Banglore,1520,1,In-flight meal not included,8066,9,5,10
8621,Jet Airways,Delhi,Cochin,2230,2,No info,21314,3,3,6
8622,Air India,Banglore,New Delhi,700,1,No info,14069,1,3,11
8623,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2470,15,3,16
8624,IndiGo,Kolkata,Banglore,155,0,No info,4804,24,4,20
8625,Air India,Banglore,New Delhi,425,1,No info,9029,15,3,6
8626,IndiGo,Kolkata,Banglore,155,0,No info,4804,12,5,5
8628,IndiGo,Mumbai,Hyderabad,85,0,No info,2754,24,3,19
8629,Jet Airways,Kolkata,Banglore,665,1,No info,13364,1,4,21
8630,IndiGo,Kolkata,Banglore,280,1,No info,6933,24,3,18
8632,Multiple carriers,Delhi,Cochin,455,1,No info,11200,9,6,11
8633,Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,3210,15,5,3
8634,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,18,6,10
8636,IndiGo,Delhi,Cochin,515,1,No info,6442,27,6,8
8637,IndiGo,Delhi,Cochin,195,0,No info,4729,1,4,14
8638,IndiGo,Delhi,Cochin,625,1,No info,6442,6,3,12
8639,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,12,6,22
8641,Multiple carriers,Delhi,Cochin,660,1,No info,13587,1,6,10
8642,Jet Airways,Kolkata,Banglore,1080,1,No info,11467,15,5,20
8643,IndiGo,Chennai,Kolkata,135,0,No info,7295,3,3,13
8644,SpiceJet,Chennai,Kolkata,135,0,No info,3597,1,5,10
8645,Multiple carriers,Delhi,Cochin,755,1,No info,7787,9,5,7
8646,IndiGo,Delhi,Cochin,860,1,No info,14871,6,3,7
8647,IndiGo,Chennai,Kolkata,165,0,No info,3540,15,6,16
8648,IndiGo,Delhi,Cochin,940,1,No info,6442,1,6,7
8649,Air Asia,Banglore,Delhi,165,0,No info,3383,24,6,11
8650,Air Asia,Kolkata,Banglore,150,0,No info,4409,18,4,23
8651,IndiGo,Chennai,Kolkata,140,0,No info,3850,9,5,8
8652,Multiple carriers,Delhi,Cochin,555,1,No info,8018,24,6,13
8653,Jet Airways,Kolkata,Banglore,1120,1,No info,11467,1,4,20
8654,Vistara,Banglore,Delhi,170,0,No info,4668,6,6,11
8655,Jet Airways,Delhi,Cochin,1525,2,No info,13922,24,6,18
8656,Air India,Mumbai,Hyderabad,80,0,No info,3625,6,5,6
8657,Air Asia,Kolkata,Banglore,150,0,No info,5989,18,5,20
8658,IndiGo,Banglore,Delhi,170,0,No info,4423,21,4,4
8659,Jet Airways,Delhi,Cochin,195,0,No info,9564,18,6,10
8660,Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,8529,12,6,16
8661,Air India,Kolkata,Banglore,155,0,No info,4145,6,6,21
8662,IndiGo,Kolkata,Banglore,155,0,No info,4804,3,5,17
8663,IndiGo,Delhi,Cochin,490,1,No info,6938,1,6,14
8664,Jet Airways,Banglore,New Delhi,1420,1,No info,14815,6,3,8
8665,Multiple carriers,Delhi,Cochin,705,1,No info,15077,6,3,7
8666,Jet Airways,Delhi,Cochin,560,2,No info,13014,15,6,10
8667,Air India,Kolkata,Banglore,875,2,No info,11201,9,6,6
8668,Jet Airways,Kolkata,Banglore,1295,1,No info,12692,6,6,20
8669,Multiple carriers,Delhi,Cochin,385,1,No info,9646,1,6,10
8670,Jet Airways,Delhi,Cochin,335,1,No info,16079,24,5,23
8671,Air India,Kolkata,Banglore,1555,2,No info,6117,15,5,9
8672,Multiple carriers,Delhi,Cochin,615,1,No info,6795,9,6,15
8673,Air India,Mumbai,Hyderabad,80,0,No info,3100,1,6,21
8674,Jet Airways,Delhi,Cochin,620,1,No info,15851,9,5,2
8675,Vistara,Chennai,Kolkata,135,0,No info,3687,6,6,7
8676,IndiGo,Banglore,Delhi,180,0,No info,4990,12,4,17
8677,Jet Airways,Delhi,Cochin,1425,1,No info,15554,9,5,19
